store,date,product_name,regular_price,discounted_price
lidl,2020-12-31,obojestranska posteljnina ”Renforce”,,99.0
lidl,2020-12-31,posteljnina iz ”Jerseya”,,99.0
lidl,2020-12-31,svinjsko pleče v kosu,,69.0
lidl,2020-12-31,Sredozemski pršut več vrst,,49.0
lidl,2020-12-31,cmoki s slivovim polnilom,,49.0
lidl,2020-12-31,mango,,99.0
lidl,2020-12-31,Cappuccino več vrst,,59.0
lidl,2020-12-31,energijski napitek,,39.0
lidl,2020-12-31,obloženi arašidi,,69.0
lidl,2020-12-31,šopek vrtnic,,99.0
lidl,2020-12-31,nahrbtnik/torba,,99.0
lidl,2020-12-31,karton/papir,,69.0
lidl,2020-12-31,peresnica,,99.0
lidl,2020-12-31,obojestranska posteljnina ”Renforce”,,99.0
lidl,2020-12-31,posteljnina iz ”Jerseya”,,99.0
mercator,2020-12-31,Mercator akcija,,20.0
mercator,2020-12-31,Mercator akcija,,20.0
tus,2020-12-31,svinjsko pleče brez kosti,,49.0
tus,2020-12-31,sir Mu edamec Ljubljanske mlekarne,,49.0
tus,2020-12-31,svinjsko pleče brez kosti,,49.0
tus,2020-12-31,sir Mu edamec Ljubljanske mlekarne,,49.0
eurospin,2021-01-04,banane,,89.0
eurospin,2021-01-04,dimljeno sušeno stegno,,39.0
eurospin,2021-01-04,topljeni sir Čedar v lističih,,69.0
eurospin,2021-01-04,čajni kolači z vanilijevo aromo/kakavovim prelivom,,29.0
eurospin,2021-01-04,papirnate brisače,,35.0
eurospin,2021-01-04,regal iz bambusa,,99.0
eurospin,2021-01-04,zložljiva klopca za shranjevanje,,99.0
eurospin,2021-01-04,banane,,89.0
eurospin,2021-01-04,dimljeno sušeno stegno,,39.0
eurospin,2021-01-04,topljeni sir Čedar v lističih,,69.0
eurospin,2021-01-04,čajni kolači z vanilijevo aromo/kakavovim prelivom,,29.0
eurospin,2021-01-04,papirnate brisače,,35.0
eurospin,2021-01-04,regal iz bambusa,,99.0
eurospin,2021-01-04,zložljiva klopca za shranjevanje,,99.0
mercator,2021-01-06,Mercator akcija,,20.0
mercator,2021-01-06,Mercator akcija,,20.0
mercator,2021-01-13,piščančja bedra PP Natur,,69.0
mercator,2021-01-13,Alpsko mleko,,89.0
mercator,2021-01-13,fidelini Zlato polje,,89.0
mercator,2021-01-13,njoki Minute,,19.0
mercator,2021-01-13,LKajžarska klobasa Anton,,49.0
mercator,2021-01-13,skuša Delamaris,,67.0
mercator,2021-01-13,čokolada Milka,,89.0
mercator,2021-01-13,kava Jacobs,,35.0
mercator,2021-01-13,toaletni papir Paloma,,79.0
mercator,2021-01-13,polžki št.,,14.0
mercator,2021-01-13,instant napitek Cedevita,,79.0
mercator,2021-01-13,piščančja bedra PP Natur,,69.0
mercator,2021-01-13,Alpsko mleko,,89.0
mercator,2021-01-13,fidelini Zlato polje,,89.0
mercator,2021-01-13,njoki Minute,,19.0
mercator,2021-01-13,LKajžarska klobasa Anton,,49.0
mercator,2021-01-13,skuša Delamaris,,67.0
mercator,2021-01-13,čokolada Milka,,89.0
mercator,2021-01-13,kava Jacobs,,35.0
mercator,2021-01-13,toaletni papir Paloma,,79.0
mercator,2021-01-13,polžki št.,,14.0
mercator,2021-01-13,instant napitek Cedevita,,79.0
mercator,2021-01-14,Mercator akcija,,20.0
mercator,2021-01-14,Mercator akcija,,20.0
mercator,2021-01-20,piščančja stegna brez kosti in kože PP Natur,,29.0
mercator,2021-01-20,kava Nescafe Gold,,79.0
mercator,2021-01-20,sir Edamec pakiran,,99.0
mercator,2021-01-20,hrenovke Golica,,59.0
mercator,2021-01-20,jogurt,,49.0
mercator,2021-01-20,koruzni zdrob Mlinotest,,19.0
mercator,2021-01-20,Čokolešnik,,99.0
mercator,2021-01-20,izdelki Dettol,,98.0
mercator,2021-01-20,špinača,,69.0
mercator,2021-01-20,keksi Mulino Bianco,,5.0
mercator,2021-01-20,gorčica Natureta,,2.0
mercator,2021-01-20,pijača Ora,,79.0
mercator,2021-01-20,piščančja stegna brez kosti in kože PP Natur,,29.0
mercator,2021-01-20,kava Nescafe Gold,,79.0
mercator,2021-01-20,sir Edamec pakiran,,99.0
mercator,2021-01-20,hrenovke Golica,,59.0
mercator,2021-01-20,jogurt,,49.0
mercator,2021-01-20,koruzni zdrob Mlinotest,,19.0
mercator,2021-01-20,Čokolešnik,,99.0
mercator,2021-01-20,izdelki Dettol,,98.0
mercator,2021-01-20,špinača,,69.0
mercator,2021-01-20,keksi Mulino Bianco,,5.0
mercator,2021-01-20,gorčica Natureta,,2.0
mercator,2021-01-20,pijača Ora,,79.0
mercator,2021-01-21,Mercator akcija,,20.0
mercator,2021-01-21,Mercator akcija,,20.0
mercator,2021-01-27,štruklji Ledo,,99.0
mercator,2021-01-27,ketchup Zvijezda,,19.0
mercator,2021-01-27,toaletni papir Zewa,,99.0
mercator,2021-01-27,mehčalec za perilo Duel,,39.0
mercator,2021-01-27,domača suha salama Z’dežele,,99.0
mercator,2021-01-27,piščančje krače in krila PP Natur,,29.0
mercator,2021-01-27,jogurt Mercator,,79.0
mercator,2021-01-27,čokolada Gorenjka,,44.0
mercator,2021-01-27,pivo Staropramen,,94.0
mercator,2021-01-27,kava Nescafe,,89.0
mercator,2021-01-27,štruklji Ledo,,99.0
mercator,2021-01-27,ketchup Zvijezda,,19.0
mercator,2021-01-27,toaletni papir Zewa,,99.0
mercator,2021-01-27,mehčalec za perilo Duel,,39.0
mercator,2021-01-27,domača suha salama Z’dežele,,99.0
mercator,2021-01-27,piščančje krače in krila PP Natur,,29.0
mercator,2021-01-27,jogurt Mercator,,79.0
mercator,2021-01-27,čokolada Gorenjka,,44.0
mercator,2021-01-27,pivo Staropramen,,94.0
mercator,2021-01-27,kava Nescafe,,89.0
mercator,2021-01-29,Mercator akcija,,20.0
mercator,2021-01-29,Mercator akcija,,20.0
mercator,2021-02-03,piščančji file PP Natur,,99.0
mercator,2021-02-03,narezek Poli pakira,,7.0
mercator,2021-02-03,kisla smetana,,79.0
mercator,2021-02-03,mešanica oreščkov Odlično,,55.0
mercator,2021-02-03,dateljni Odlično,,10.0
mercator,2021-02-03,arašidi Odlično,,27.0
mercator,2021-02-03,brusnice Odlično,,39.0
mercator,2021-02-03,bio kostanj olupljen,,67.0
mercator,2021-02-03,rezanci Barilla,,38.0
mercator,2021-02-03,omaka Barilla,,91.0
mercator,2021-02-03,testenine Barilla,,86.0
mercator,2021-02-03,lazanja Minute,,79.0
mercator,2021-02-03,sirup Fructal malina,,89.0
mercator,2021-02-03,napolitanke Podravka,,99.0
mercator,2021-02-03,kapsule Ariel,,69.0
mercator,2021-02-03,piščančji file PP Natur,,99.0
mercator,2021-02-03,narezek Poli pakira,,7.0
mercator,2021-02-03,kisla smetana,,79.0
mercator,2021-02-03,mešanica oreščkov Odlično,,55.0
mercator,2021-02-03,dateljni Odlično,,10.0
mercator,2021-02-03,arašidi Odlično,,27.0
mercator,2021-02-03,brusnice Odlično,,39.0
mercator,2021-02-03,bio kostanj olupljen,,67.0
mercator,2021-02-03,rezanci Barilla,,38.0
mercator,2021-02-03,omaka Barilla,,91.0
mercator,2021-02-03,testenine Barilla,,86.0
mercator,2021-02-03,lazanja Minute,,79.0
mercator,2021-02-03,sirup Fructal malina,,89.0
mercator,2021-02-03,napolitanke Podravka,,99.0
mercator,2021-02-03,kapsule Ariel,,69.0
mercator,2021-02-04,Mercator akcija,,20.0
mercator,2021-02-04,Mercator akcija,,20.0
mercator,2021-02-10,zrezki iz piščančjih beder PP Natur,,99.0
mercator,2021-02-10,piščančji medaljoni zamrznjeni,,49.0
mercator,2021-02-10,narezek kuhana šunka Pik,,39.0
mercator,2021-02-10,moka Žito,,74.0
mercator,2021-02-10,kava Barcaffe,,15.0
mercator,2021-02-10,čokolada Gorenjka,,44.0
mercator,2021-02-10,zrezki iz piščančjih beder PP Natur,,99.0
mercator,2021-02-10,piščančji medaljoni zamrznjeni,,49.0
mercator,2021-02-10,narezek kuhana šunka Pik,,39.0
mercator,2021-02-10,moka Žito,,74.0
mercator,2021-02-10,kava Barcaffe,,15.0
mercator,2021-02-10,čokolada Gorenjka,,44.0
mercator,2021-02-11,Mercator akcija,,20.0
mercator,2021-02-11,Mercator akcija,,20.0
mercator,2021-02-17,mini rolade Gorenjka,,19.0
mercator,2021-02-17,mehčalec Silan,,79.0
mercator,2021-02-17,oiščančja stegna brez kosti in kože PP Natur,,29.0
mercator,2021-02-17,narezek kmečki špek Kras,,39.0
mercator,2021-02-17,riž Zlato polje,,42.0
mercator,2021-02-17,tunina Rio Mare,,99.0
mercator,2021-02-17,kava Barcaffe,,39.0
mercator,2021-02-17,energijski napitek Red Bull,,58.0
mercator,2021-02-17,mini rolade Gorenjka,,19.0
mercator,2021-02-17,mehčalec Silan,,79.0
mercator,2021-02-17,oiščančja stegna brez kosti in kože PP Natur,,29.0
mercator,2021-02-17,narezek kmečki špek Kras,,39.0
mercator,2021-02-17,riž Zlato polje,,42.0
mercator,2021-02-17,tunina Rio Mare,,99.0
mercator,2021-02-17,kava Barcaffe,,39.0
mercator,2021-02-17,energijski napitek Red Bull,,58.0
mercator,2021-02-18,Mercator akcija,,20.0
mercator,2021-02-18,Mercator akcija,,20.0
mercator,2021-02-24,Čokolešnik,,99.0
mercator,2021-02-24,čokolada Bali z rižem,,49.0
mercator,2021-02-24,keksi Oreo,,19.0
mercator,2021-02-24,sirup Fructal,,99.0
mercator,2021-02-24,patagonski lignji Ocean,,19.0
mercator,2021-02-24,piščančje krače Pivka,,35.0
mercator,2021-02-24,kranjska klobasa Z’dežele,,99.0
mercator,2021-02-24,kava Barcaffe,,15.0
mercator,2021-02-24,Čokolešnik,,99.0
mercator,2021-02-24,čokolada Bali z rižem,,49.0
mercator,2021-02-24,keksi Oreo,,19.0
mercator,2021-02-24,sirup Fructal,,99.0
mercator,2021-02-24,patagonski lignji Ocean,,19.0
mercator,2021-02-24,piščančje krače Pivka,,35.0
mercator,2021-02-24,kranjska klobasa Z’dežele,,99.0
mercator,2021-02-24,kava Barcaffe,,15.0
mercator,2021-02-26,Mercator akcija,,20.0
mercator,2021-02-26,Mercator akcija,,20.0
mercator,2021-03-03,oslič Minute pakira,,99.0
mercator,2021-03-03,piščančje krače PP Natur,,49.0
mercator,2021-03-03,skuša Izola Brand z zelenjavo,,34.0
mercator,2021-03-03,piščančje prsi Slim & Fit,,89.0
mercator,2021-03-03,olivno olje Cirio,,79.0
mercator,2021-03-03,prosena kaša Zlato polje,,47.0
mercator,2021-03-03,kava Jacobs,,29.0
mercator,2021-03-03,Flips Smoki,,67.0
mercator,2021-03-03,pecivo Barni,,39.0
mercator,2021-03-03,oslič Minute pakira,,99.0
mercator,2021-03-03,piščančje krače PP Natur,,49.0
mercator,2021-03-03,skuša Izola Brand z zelenjavo,,34.0
mercator,2021-03-03,piščančje prsi Slim & Fit,,89.0
mercator,2021-03-03,olivno olje Cirio,,79.0
mercator,2021-03-03,prosena kaša Zlato polje,,47.0
mercator,2021-03-03,kava Jacobs,,29.0
mercator,2021-03-03,Flips Smoki,,67.0
mercator,2021-03-03,pecivo Barni,,39.0
mercator,2021-03-04,Mercator akcija,,20.0
mercator,2021-03-04,Mercator akcija,,20.0
mercator,2021-03-10,Alpsko mleko,,89.0
mercator,2021-03-10,toaletni papir Paloma,,39.0
mercator,2021-03-10,puranji zrezki iz fileja,,99.0
mercator,2021-03-10,narezek Kraški pršut,,99.0
mercator,2021-03-10,sirov burek Minuta,,39.0
mercator,2021-03-10,papirnate brisače Natur,,99.0
mercator,2021-03-10,Alpsko mleko,,89.0
mercator,2021-03-10,toaletni papir Paloma,,39.0
mercator,2021-03-10,puranji zrezki iz fileja,,99.0
mercator,2021-03-10,narezek Kraški pršut,,99.0
mercator,2021-03-10,sirov burek Minuta,,39.0
mercator,2021-03-10,papirnate brisače Natur,,99.0
mercator,2021-03-11,Mercator akcija,,20.0
mercator,2021-03-11,Mercator akcija,,20.0
mercator,2021-03-17,Čokolešnik,,99.0
mercator,2021-03-17,Čokolino Lino,,99.0
mercator,2021-03-17,pivo Guiness,,6.0
mercator,2021-03-17,piščančji zrezki iz beder PP Natur,,49.0
mercator,2021-03-17,panirani sir Minute,,39.0
mercator,2021-03-17,skuša Delamaris Picnic,,27.0
mercator,2021-03-17,Kranjska klobasa Arvaj,,99.0
mercator,2021-03-17,kava Barcaffe,,87.0
mercator,2021-03-17,fidelini Zlato polje,,99.0
mercator,2021-03-17,pijača Ora,,79.0
mercator,2021-03-17,Čokolešnik,,99.0
mercator,2021-03-17,Čokolino Lino,,99.0
mercator,2021-03-17,pivo Guiness,,6.0
mercator,2021-03-17,piščančji zrezki iz beder PP Natur,,49.0
mercator,2021-03-17,panirani sir Minute,,39.0
mercator,2021-03-17,skuša Delamaris Picnic,,27.0
mercator,2021-03-17,Kranjska klobasa Arvaj,,99.0
mercator,2021-03-17,kava Barcaffe,,87.0
mercator,2021-03-17,fidelini Zlato polje,,99.0
mercator,2021-03-17,pijača Ora,,79.0
mercator,2021-03-18,Mercator akcija,,20.0
mercator,2021-03-18,Mercator akcija,,20.0
mercator,2021-03-24,moka Mlinotest,,84.0
mercator,2021-03-24,napolitanke Podravka,,4.0
mercator,2021-03-24,kosmiči Santo,,89.0
mercator,2021-03-24,pašteta Delamaris,,49.0
mercator,2021-03-24,voda Zala,,63.0
mercator,2021-03-24,narezek piščančja prsa Slim & Fit,,19.0
mercator,2021-03-24,file osliča Ocean,,99.0
mercator,2021-03-24,moka Mlinotest,,84.0
mercator,2021-03-24,napolitanke Podravka,,4.0
mercator,2021-03-24,kosmiči Santo,,89.0
mercator,2021-03-24,pašteta Delamaris,,49.0
mercator,2021-03-24,voda Zala,,63.0
mercator,2021-03-24,narezek piščančja prsa Slim & Fit,,19.0
mercator,2021-03-24,file osliča Ocean,,99.0
mercator,2021-03-25,Mercator akcija,,20.0
mercator,2021-03-25,Mercator akcija,,20.0
mercator,2021-03-31,pijača Ora,,79.0
mercator,2021-03-31,maslo Mu Cuisine,,99.0
mercator,2021-03-31,piščančje krače PP Natur,,99.0
mercator,2021-03-31,pašteta Argeta,,99.0
mercator,2021-03-31,hrenovke Golica,,65.0
mercator,2021-03-31,keksi Paris,,49.0
mercator,2021-03-31,pijača Ora,,79.0
mercator,2021-03-31,maslo Mu Cuisine,,99.0
mercator,2021-03-31,piščančje krače PP Natur,,99.0
mercator,2021-03-31,pašteta Argeta,,99.0
mercator,2021-03-31,hrenovke Golica,,65.0
mercator,2021-03-31,keksi Paris,,49.0
mercator,2021-04-01,Mercator akcija,,20.0
mercator,2021-04-01,Mercator akcija,,20.0
mercator,2021-04-08,Mercator akcija,,20.0
mercator,2021-04-08,Mercator akcija,,20.0
mercator,2021-04-15,Mercator akcija,,20.0
mercator,2021-04-15,Mercator akcija,,20.0
mercator,2021-04-22,Mercator akcija,,20.0
mercator,2021-04-22,Mercator akcija,,20.0
mercator,2021-04-30,Mercator akcija,,20.0
mercator,2021-04-30,Mercator akcija,,20.0
eurospin,2021-05-03,rumena čebula,,40.0
eurospin,2021-05-03,topljeni sir v lističih,,59.0
eurospin,2021-05-03,deminarilizirana voda,,69.0
eurospin,2021-05-03,kapeleti z mesom,,69.0
eurospin,2021-05-03,tunina v oljčnem olju,,49.0
eurospin,2021-05-03,prenosna stereo naprava s funkcijo bluetooth,,99.0
eurospin,2021-05-03,zložljivi ležalnik,,99.0
eurospin,2021-05-03,rumena čebula,,40.0
eurospin,2021-05-03,topljeni sir v lističih,,59.0
eurospin,2021-05-03,deminarilizirana voda,,69.0
eurospin,2021-05-03,kapeleti z mesom,,69.0
eurospin,2021-05-03,tunina v oljčnem olju,,49.0
eurospin,2021-05-03,prenosna stereo naprava s funkcijo bluetooth,,99.0
eurospin,2021-05-03,zložljivi ležalnik,,99.0
mercator,2021-05-05,margarina Rama,,79.0
mercator,2021-05-05,kava Barcaffe,,49.0
mercator,2021-05-05,maslo Mu Cuisine,,99.0
mercator,2021-05-05,pečena paprika Natureta,,28.0
mercator,2021-05-05,kapeleti Mlinotest,,89.0
mercator,2021-05-05,margarina Rama,,79.0
mercator,2021-05-05,kava Barcaffe,,49.0
mercator,2021-05-05,maslo Mu Cuisine,,99.0
mercator,2021-05-05,pečena paprika Natureta,,28.0
mercator,2021-05-05,kapeleti Mlinotest,,89.0
mercator,2021-05-06,Mercator akcija,,20.0
mercator,2021-05-06,Mercator akcija,,20.0
mercator,2021-05-12,Alpsko mleko,,89.0
mercator,2021-05-12,slivov pekmez,,89.0
mercator,2021-05-12,keksi BelVita,,27.0
mercator,2021-05-12,skuša Delamaris,,27.0
mercator,2021-05-12,rezanci Zlatop polje,,67.0
mercator,2021-05-12,hruške viljamovke,,49.0
mercator,2021-05-12,temne bučke,,9.0
mercator,2021-05-12,Alpsko mleko,,89.0
mercator,2021-05-12,slivov pekmez,,89.0
mercator,2021-05-12,keksi BelVita,,27.0
mercator,2021-05-12,skuša Delamaris,,27.0
mercator,2021-05-12,rezanci Zlatop polje,,67.0
mercator,2021-05-12,hruške viljamovke,,49.0
mercator,2021-05-12,temne bučke,,9.0
mercator,2021-05-13,Mercator akcija,,20.0
mercator,2021-05-13,Mercator akcija,,20.0
mercator,2021-05-19,kava Barcaffe ob nakušpu,,5.0
mercator,2021-05-19,jogurt na grški način,,99.0
mercator,2021-05-19,kava Nescafe,,79.0
mercator,2021-05-19,tunina Eva,,39.0
mercator,2021-05-19,oljčno olje Monini,,39.0
mercator,2021-05-19,majoneza Zvijezda,,29.0
mercator,2021-05-19,korenje,,99.0
mercator,2021-05-19,ananas zlati,,19.0
mercator,2021-05-19,kava Barcaffe ob nakušpu,,5.0
mercator,2021-05-19,jogurt na grški način,,99.0
mercator,2021-05-19,kava Nescafe,,79.0
mercator,2021-05-19,tunina Eva,,39.0
mercator,2021-05-19,oljčno olje Monini,,39.0
mercator,2021-05-19,majoneza Zvijezda,,29.0
mercator,2021-05-19,korenje,,99.0
mercator,2021-05-19,ananas zlati,,19.0
mercator,2021-05-20,Mercator akcija,,20.0
mercator,2021-05-20,Mercator akcija,,20.0
mercator,2021-05-26,margarina Zvijezda,,69.0
mercator,2021-05-26,jogurt,,79.0
mercator,2021-05-26,moka Žito,,79.0
mercator,2021-05-26,paradižnik koncentrat Podravka,,99.0
mercator,2021-05-26,instant napitek Cedevita,,87.0
mercator,2021-05-26,čips Chio,,59.0
mercator,2021-05-26,paradižnik,,69.0
mercator,2021-05-26,breskve,,99.0
mercator,2021-05-26,margarina Zvijezda,,69.0
mercator,2021-05-26,jogurt,,79.0
mercator,2021-05-26,moka Žito,,79.0
mercator,2021-05-26,paradižnik koncentrat Podravka,,99.0
mercator,2021-05-26,instant napitek Cedevita,,87.0
mercator,2021-05-26,čips Chio,,59.0
mercator,2021-05-26,paradižnik,,69.0
mercator,2021-05-26,breskve,,99.0
mercator,2021-05-27,Mercator akcija,,20.0
mercator,2021-05-27,Mercator akcija,,20.0
mercator,2021-05-31,Mercator akcija,,20.0
mercator,2021-05-31,Mercator akcija,,20.0
mercator,2021-06-02,kisla smetana,,79.0
mercator,2021-06-02,toaletni papir Natur,,69.0
mercator,2021-06-02,mesni narezek Gavrilović ob nakupu dveh ali več kosov,,32.0
mercator,2021-06-02,kava Nescafe,,17.0
mercator,2021-06-02,brezalkoholno pivo Edeimeister,,49.0
mercator,2021-06-02,narezek Poli pakiran,,7.0
mercator,2021-06-02,riž Zlato polje,,79.0
mercator,2021-06-02,mini rolade Gorenjka,,17.0
mercator,2021-06-02,sok Happy Day,,55.0
mercator,2021-06-02,kisla smetana,,79.0
mercator,2021-06-02,toaletni papir Natur,,69.0
mercator,2021-06-02,mesni narezek Gavrilović ob nakupu dveh ali več kosov,,32.0
mercator,2021-06-02,kava Nescafe,,17.0
mercator,2021-06-02,brezalkoholno pivo Edeimeister,,49.0
mercator,2021-06-02,narezek Poli pakiran,,7.0
mercator,2021-06-02,riž Zlato polje,,79.0
mercator,2021-06-02,mini rolade Gorenjka,,17.0
mercator,2021-06-02,sok Happy Day,,55.0
mercator,2021-06-03,Mercator akcija,,20.0
mercator,2021-06-03,Mercator akcija,,20.0
mercator,2021-06-05,mehčalec za perilo Violeta,,99.0
mercator,2021-06-05,sir Edamec,,49.0
mercator,2021-06-05,pšenična bela moka,,29.0
mercator,2021-06-05,naravna mineralna voda Jamnica ob nakupu veza,,0.45
mercator,2021-06-05,desert Cremore Duo,,53.0
mercator,2021-06-05,mehčalec za perilo Violeta,,99.0
mercator,2021-06-05,sir Edamec,,49.0
mercator,2021-06-05,pšenična bela moka,,29.0
mercator,2021-06-05,naravna mineralna voda Jamnica ob nakupu veza,,0.45
mercator,2021-06-05,desert Cremore Duo,,53.0
mercator,2021-06-10,Mercator akcija,,20.0
mercator,2021-06-10,Mercator akcija,,20.0
mercator,2021-06-10,Mercator akcija,,20.0
mercator,2021-06-10,Mercator akcija,,20.0
mercator,2021-06-16,korenje pakirano po,,99.0
mercator,2021-06-16,limone,,19.0
mercator,2021-06-16,korenje pakirano po,,99.0
mercator,2021-06-16,limone,,19.0
mercator,2021-06-23,moka Žito,,79.0
mercator,2021-06-23,Alpsko mleko,,99.0
mercator,2021-06-23,Čokolino Lino,,48.0
mercator,2021-06-23,tunina Rio Mare,,81.0
mercator,2021-06-23,napolitanke Loacker,,43.0
mercator,2021-06-23,kava Jacobs,,9.0
mercator,2021-06-23,pivo Tuborg,,99.0
mercator,2021-06-23,papirnate brisače Natur,,89.0
mercator,2021-06-23,moka Žito,,79.0
mercator,2021-06-23,Alpsko mleko,,99.0
mercator,2021-06-23,Čokolino Lino,,48.0
mercator,2021-06-23,tunina Rio Mare,,81.0
mercator,2021-06-23,napolitanke Loacker,,43.0
mercator,2021-06-23,kava Jacobs,,9.0
mercator,2021-06-23,pivo Tuborg,,99.0
mercator,2021-06-23,papirnate brisače Natur,,89.0
mercator,2021-06-24,Mercator akcija,,20.0
mercator,2021-06-24,Mercator akcija,,20.0
mercator,2021-06-30,skuša Delamaris,,59.0
mercator,2021-06-30,flips Smoki Fun,,19.0
mercator,2021-06-30,jogurt Mercator tekoči,,29.0
mercator,2021-06-30,napitek Cedevita,,87.0
mercator,2021-06-30,Granole Sante,,99.0
mercator,2021-06-30,mlado zelje,,69.0
mercator,2021-06-30,jabolka Jonagold,,19.0
mercator,2021-06-30,skuša Delamaris,,59.0
mercator,2021-06-30,flips Smoki Fun,,19.0
mercator,2021-06-30,jogurt Mercator tekoči,,29.0
mercator,2021-06-30,napitek Cedevita,,87.0
mercator,2021-06-30,Granole Sante,,99.0
mercator,2021-06-30,mlado zelje,,69.0
mercator,2021-06-30,jabolka Jonagold,,19.0
mercator,2021-07-01,Mercator akcija,,20.0
mercator,2021-07-01,Mercator akcija,,20.0
mercator,2021-07-07,kava Barcaffe,,20.0
mercator,2021-07-07,maslo,,39.0
mercator,2021-07-07,riž Zlato polje,,59.0
mercator,2021-07-07,grisini Raggianti,,89.0
mercator,2021-07-07,sok Fructal ananas,,49.0
mercator,2021-07-07,belo grozdje,,69.0
mercator,2021-07-07,slovenski paradižnik Lušt,,89.0
mercator,2021-07-07,kava Barcaffe,,20.0
mercator,2021-07-07,maslo,,39.0
mercator,2021-07-07,riž Zlato polje,,59.0
mercator,2021-07-07,grisini Raggianti,,89.0
mercator,2021-07-07,sok Fructal ananas,,49.0
mercator,2021-07-07,belo grozdje,,69.0
mercator,2021-07-07,slovenski paradižnik Lušt,,89.0
mercator,2021-07-08,Mercator akcija,,20.0
mercator,2021-07-08,Mercator akcija,,20.0
mercator,2021-07-14,korenje,,99.0
mercator,2021-07-14,ploščate breskve,,69.0
mercator,2021-07-14,kava Jacobs,,94.0
mercator,2021-07-14,napolitanke Jadro,,9.0
mercator,2021-07-14,jogurt,,79.0
mercator,2021-07-14,nektar Fructal,,89.0
mercator,2021-07-14,detergent Faks,,24.0
mercator,2021-07-14,korenje,,99.0
mercator,2021-07-14,ploščate breskve,,69.0
mercator,2021-07-14,kava Jacobs,,94.0
mercator,2021-07-14,napolitanke Jadro,,9.0
mercator,2021-07-14,jogurt,,79.0
mercator,2021-07-14,nektar Fructal,,89.0
mercator,2021-07-14,detergent Faks,,24.0
mercator,2021-07-15,Mercator akcija,,20.0
mercator,2021-07-15,Mercator akcija,,20.0
mercator,2021-07-21,smetana Mileram,,49.0
mercator,2021-07-21,keksi Jaffa,,59.0
mercator,2021-07-21,golaž Podravka ob nakupu,,7.0
mercator,2021-07-21,detergent Somat,,19.0
mercator,2021-07-21,voda Radenska,,53.0
mercator,2021-07-21,breskve,,59.0
mercator,2021-07-21,smetana Mileram,,49.0
mercator,2021-07-21,keksi Jaffa,,59.0
mercator,2021-07-21,golaž Podravka ob nakupu,,7.0
mercator,2021-07-21,detergent Somat,,19.0
mercator,2021-07-21,voda Radenska,,53.0
mercator,2021-07-21,breskve,,59.0
mercator,2021-07-22,Mercator akcija,,20.0
mercator,2021-07-22,Mercator akcija,,20.0
mercator,2021-07-28,Alpsko mleko,,89.0
mercator,2021-07-28,napolitanke Frondi,,17.0
mercator,2021-07-28,kava Barcaffe,,12.0
mercator,2021-07-28,toaletni papir Paloma,,89.0
mercator,2021-07-28,pijača Fruc,,69.0
mercator,2021-07-28,Alpsko mleko,,89.0
mercator,2021-07-28,napolitanke Frondi,,17.0
mercator,2021-07-28,kava Barcaffe,,12.0
mercator,2021-07-28,toaletni papir Paloma,,89.0
mercator,2021-07-28,pijača Fruc,,69.0
mercator,2021-07-30,Mercator akcija,,20.0
mercator,2021-07-30,Mercator akcija,,20.0
mercator,2021-08-04,keksi Plazma,,95.0
mercator,2021-08-04,jogurt Mercator,,79.0
mercator,2021-08-04,nektar Bravo pomaranča,,29.0
mercator,2021-08-04,kava Loka,,15.0
mercator,2021-08-04,keksi Plazma,,95.0
mercator,2021-08-04,jogurt Mercator,,79.0
mercator,2021-08-04,nektar Bravo pomaranča,,29.0
mercator,2021-08-04,kava Loka,,15.0
mercator,2021-08-05,Mercator akcija,,20.0
mercator,2021-08-05,Mercator akcija,,20.0
mercator,2021-08-11,jogurt na grški način,,99.0
mercator,2021-08-11,Čokolešnik,,49.0
mercator,2021-08-11,Flips Smoki,,67.0
mercator,2021-08-11,pijača Pepsi,,86.0
mercator,2021-08-11,jogurt na grški način,,99.0
mercator,2021-08-11,Čokolešnik,,49.0
mercator,2021-08-11,Flips Smoki,,67.0
mercator,2021-08-11,pijača Pepsi,,86.0
mercator,2021-08-12,Mercator akcija,,20.0
mercator,2021-08-12,Mercator akcija,,20.0
mercator,2021-08-18,kisla smetana,,79.0
mercator,2021-08-18,salama Poli,,89.0
mercator,2021-08-18,riž Zlato polje,,33.0
mercator,2021-08-18,napitek Cedevita,,79.0
mercator,2021-08-18,ploščate breskve,,89.0
mercator,2021-08-18,kisla smetana,,79.0
mercator,2021-08-18,salama Poli,,89.0
mercator,2021-08-18,riž Zlato polje,,33.0
mercator,2021-08-18,napitek Cedevita,,79.0
mercator,2021-08-18,ploščate breskve,,89.0
mercator,2021-08-19,Mercator akcija,,20.0
mercator,2021-08-19,Mercator akcija,,20.0
eurospin,2021-08-21,solatni paradižnik,,99.0
eurospin,2021-08-21,panceta koščki,,99.0
eurospin,2021-08-21,tunina v sončničnem olju,,45.0
eurospin,2021-08-21,sadna pijača v tetrapaku,,99.0
eurospin,2021-08-21,demineralizirana voda,,69.0
eurospin,2021-08-21,kavni aparat,,99.0
eurospin,2021-08-21,Termozeta več vrst,,99.0
eurospin,2021-08-21,solatni paradižnik,,99.0
eurospin,2021-08-21,panceta koščki,,99.0
eurospin,2021-08-21,tunina v sončničnem olju,,45.0
eurospin,2021-08-21,sadna pijača v tetrapaku,,99.0
eurospin,2021-08-21,demineralizirana voda,,69.0
