ID;Store;Date;Price (€);Product Name;Product Name Cleaned;Product Name Grouped
9138;Lidl;2020-05-09;0.99;Arašidi;Arašidi;Arašidi
9139;Lidl;2020-05-09;4.29;Torta;Torta;Torta
9140;Lidl;2020-05-09;0.79;Čokolada milka;Čokolada milka;Čokolade milka
9141;Lidl;2020-05-09;1.19;Belgijske praline;Belgijske praline;Belgijske praline
9142;Lidl;2020-05-09;2.49;Šopek vrtnic;Šopek vrtnic;Šopek vrtnic
9143;Eurospin;2020-05-09;1.29;Paradižnik v grozdu;Paradižnik v grozdu;Paradižnik
9144;Eurospin;2020-05-09;2.29;Milanska salama 350 g za;Milanska salama;Milanska salama
9146;Eurospin;2020-05-09;0.75;Polnjeni mentol bonboni 400 g za;Polnjeni mentol bonboni;Polnjeni mentol bonboni
9147;Eurospin;2020-05-09;2.29;Tekoči detergent za perilo z vonjem marsejskega mila;Tekoči detergent perilo z vonjem marsejskega mila;Tekoči detergent perilo dexal
9150;Hofer;2020-04-25;5.49;Svinjsko pleče v kosu;Svinjsko pleče v kosu;Svinjsko pleče
9151;Hofer;2020-04-25;2.59;Piščančji zrezki iz stegna 500 g za;Piščančji zrezki iz stegna;Puranji zrezki
9152;Hofer;2020-04-25;1.49;Domači/dimljeni pršut 100 g za;Domači/dimljeni pršut;Kras pršut
9153;Hofer;2020-04-25;1.49;Dalmatinski narezek 100 g za;Dalmatinski narezek;Gurmanski narezek
9154;Hofer;2020-04-25;1.29;Mednarodne salame – specialitete 100 g za;Mednarodne salame – specialitete;Mednarodne salame
9155;Hofer;2020-04-25;1.89;Piščančja posebna klobasa;Piščančja posebna klobasa;Ptujska posebna
9156;Hofer;2020-04-25;0.65;Malt ananas/grenivka;Malt ananas/grenivka;Malt
9157;Hofer;2020-04-25;1.29;Čajno maslo;Čajno maslo;Čajno maslo
9158;Hofer;2020-04-25;0.69;Dalja časa sveže polnomastno mleko;Dalja časa sveže polnomastno mleko;Dalj časa sveže polnomastno mleko
9159;Hofer;2020-04-25;1.99;Sir ementalec 400 g za;Sir ementalec;Sir ementalec
9160;Hofer;2020-04-25;0.63;Radenska classic;Radenska classic;Radenska classic
9161;Hofer;2020-04-25;0.89;Čips;Čips;Čips
9162;Hofer;2020-04-25;1.19;Čokolada za kuhanje in peko;Čokolada kuhanje in peko;Čokolada kuhanje in peko
9163;Hofer;2020-04-25;2.49;Pohorska omleta 300 g za;Pohorska omleta;Pohorska omleta
9166;Hofer;2020-04-25;4.79;Toaletna torbica;Toaletna torbica;Toaletna torbica
9167;Hofer;2020-04-25;6.49;Univerzalni pripomoček za vpijanje tekočin;Univerzalni pripomoček vpijanje tekočin;Univerzalni pripomoček vpijanje tekočin
9168;Lidl;2020-04-25;1.99;Tribarvna paprika;Tribarvna paprika;Tribarvna paprika
9169;Lidl;2020-04-25;1.99;Šopek tulipanov več barv;Šopek tulipanov več barv;Šopek tulipanov
9170;Lidl;2020-04-25;1.49;Dimljeni topljeni sir 150 g za;Dimljeni topljeni sir;Dimljen topljeni sir
9171;Lidl;2020-04-25;0.29;Energijski napitek;Energijski napitek;Energijski napitek
9172;Lidl;2020-04-25;4.59;Mehki sir v slanici;Mehki sir v slanici;Mehki sir
9173;Lidl;2020-04-25;2.99;Mleto mešano meso xxl;Mleto mešano meso xxl;Mleto mešano meso
9174;Lidl;2020-04-25;2.39;Panache 10 x 250 ml za;Panache 10 x;Panache
9175;Tuš;2020-04-25;2.29;Piščančje krače;Piščančje krače;Piščančji file
9176;Tuš;2020-04-25;7.49;Kmečko olje jeruzalem;Kmečko olje jeruzalem;Kmečko olje
9177;Tuš;2020-04-25;1.79;Piščančji hot dog 800 g za;Piščančji hot dog;Piščančji hot dog
9178;Tuš;2020-04-25;0.65;Sladkor;Sladkor;Sladkor
9179;Tuš;2020-04-25;0.69;Pijača dvojni c;Pijača dvojni c;Pijača dvojni c
9180;Eurospin;2020-04-25;0.99;Jabolka jonagold;Jabolka jonagold;Jabolka jonagold
9181;Eurospin;2020-04-25;0.85;Sladoled bic cioc z mandlji/z belo čokolado in mandlji 3 kosi;Sladoled bic cioc z mandlji/z belo čokolado in mandlji 3 kosi;Sladoled big cloc z mandlji 3 kosi
9182;Eurospin;2020-04-25;6.99;Pršut v kosu;Pršut v kosu;Pršut kos
9183;Eurospin;2020-04-25;0.19;Ledeni čaj limona/breskev;Ledeni čaj limona/breskev;Ledeni čaj
9184;Eurospin;2020-04-25;1.19;Osvežilec za wc školjko več vrst;Osvežilec wc školjko več vrst;Osvežilec avto
9187;Lidl;2020-04-18;3.29;Puranji zrezki 500 g za;Puranji zrezki;Puranji zrezki
9188;Lidl;2020-04-18;3.59;Svinjski steaki 550 g za;Svinjski steaki;Svinjski steak
9189;Lidl;2020-04-18;0.79;Čokolada milka;Čokolada milka;Čokolade milka
9190;Lidl;2020-04-18;0.99;Schwarwaldska šunka 100 g za;Schwarwaldska šunka;Schwarwaldska šunka
9191;Lidl;2020-04-18;1.59;Angleška pelargonija;Angleška pelargonija;Dišeča pelargonija
9192;Lidl;2020-04-18;1.99;Šopek tulipanov;Šopek tulipanov;Šopek tulipanov
9193;Hofer;2020-04-18;4.79;Bučno olje 05 l za;Bučno olje;Bučno olje
9194;Hofer;2020-04-18;1.99;Klobasa za kuhanje premium 350 g za;Klobasa kuhanje premium;Klobasa kuhanje
9195;Hofer;2020-04-18;3.89;Sudžuk/sudžuk s papriko 450 g za;Sudžuk/sudžuk s papriko;Sudžuk/sudžuk s papriko
9196;Hofer;2020-04-18;2.49;Sveže goveje mleto meso 500 g za;Sveže goveje mleto meso;Xxl goveje mleto meso
9197;Hofer;2020-04-18;2.99;Burger z angus govedino 400 g za;Burger z angus govedino;Burger z angus govedino
9198;Hofer;2020-04-18;3.59;Svetlo pivo budweiser 4 x 05 l za;Svetlo pivo budweiser 4 x;Svetlo pivo heinken 4 x
9199;Hofer;2020-04-18;0.79;Multi sola;Multi sola;Multi sola
9200;Hofer;2020-04-18;2.19;Nizozemska gavda 450 g za;Nizozemska gavda;Nizozemska gavda
9201;Hofer;2020-04-18;0.39;Puding grand passion;Puding grand passion;Puding grand passion
9202;Hofer;2020-04-18;0.99;Alufolija;Alufolija;Alufolija
9203;Hofer;2020-04-18;0.17;Lizika chupa chups;Lizika chupa chups;Lizika chupa chups
9204;Hofer;2020-04-18;0.99;Deluxe čokoladne palčke;Deluxe čokoladne palčke;Deluxe čokoladne palčke
9205;Hofer;2020-04-18;0.49;Slane palčke 300 g za;Slane palčke;Slane palčke
9206;Hofer;2020-04-18;0.89;Čistilna gobica 3 kosi;Čistilna gobica 3 kosi;Čistilna gobica 3 kosi
9207;Hofer;2020-04-18;1.49;Mešanica za kekse;Mešanica kekse;Mešanica kekse
9209;Hofer;2020-04-18;1.69;Silikonski pokrovi 3/-2 delni komplet;Silikonski pokrovi 3/-2 delni komplet;Silikonski pokrovi
9210;Tuš;2020-04-19;5.29;Svinjski vrat brez kosti;Svinjski vrat brez kosti;Svinjski file
9211;Tuš;2020-04-19;0.75;Pomursko mlejko;Pomursko mlejko;Pomursko mleko
9212;Tuš;2020-04-19;2.64;Sladoled carte d’or 1 l za;Sladoled carte d’or;Sladoled carte d’or
9213;Eurospin;2020-04-18;0.49;Rumeni krompir pakiran 10 kg za;Rumeni krompir;Rumeni krompir
9214;Eurospin;2020-04-18;2.25;Pršut rezine 300 g za;Pršut rezine;Pršut
9215;Eurospin;2020-04-18;1.15;Feta dop 200 g za;Feta dop;Feta dop
9216;Eurospin;2020-04-18;0.69;Tunina v rastlinskem olju 180 g za;Tunina v rastlinskem olju;Tunina v olju
9219;Eurospin;2020-04-11;6.75;Speck – dimljeno sušeno stegno v kosu;Speck – dimljeno sušeno stegno v kosu;Speck dimljeno sušeno stegno
9220;Eurospin;2020-04-11;0.35;Ledeni čaj breskev/limona;Ledeni čaj breskev/limona;Ledeni čaj
9221;Eurospin;2020-04-11;0.59;Polnjeni bonboni mentol z mlekom;Polnjeni bonboni mentol z mlekom;Polnjeni mentol bonboni
9222;Eurospin;2020-04-11;1.09;Otroški vlažilni robčki 80 kosov;Otroški vlažilni robčki 80 kosov;Otroški vlažni robčki
9225;Hofer;2020-04-11;3.49;Pivo jelen/nikšičko/ožujsko;Pivo jelen/nikšičko/ožujsko;Pivo nikšičko/ožujsko 4 x
9226;Hofer;2020-04-11;0.55;Svetlo pivo;Svetlo pivo;Svetlo pivo
9227;Hofer;2020-04-11;1.69;Brusnični džem 400 g za;Brusnični džem;Brusnični džem
9228;Hofer;2020-04-11;1.39;Mlečna čokolada 300 g za;Mlečna čokolada;Mlečna čokolada
9229;Hofer;2020-04-11;0.29;Energijska pijača;Energijska pijača;Energijsk pijača
9230;Hofer;2020-04-11;0.79;Fruc;Fruc;Fruc
9231;Hofer;2020-04-11;2.99;Pršut parma;Pršut parma;Pršut kras
9232;Hofer;2020-04-11;1.39;Bio riževi vaflji;Bio riževi vaflji;Riževi vaflji
9233;Hofer;2020-04-11;0.99;Mešanica oreščkov z brusnicami in rozinami 150 g za;Mešanica oreščkov z brusnicami in rozinami;Mešanica žit
9234;Hofer;2020-04-11;0.69;Krkerji 3 x 75 g za;Krkerji 3 x;Krkerji 3 x
9235;Hofer;2020-04-11;2.69;Svinjske kocke 500 g za;Svinjske kocke;Svinjske kocke
9236;Hofer;2020-04-11;6.99;Puranji file;Puranji file;Puranji file
9237;Hofer;2020-04-11;1.19;Puranja salama 800 g za;Puranja salama;Čajna
9238;Hofer;2020-04-11;8.49;Sir čuš;Sir čuš;Sir čuš
9241;Hofer;2020-04-11;0.79;Križci za polaganje ploščic;Križci polaganje ploščic;Križci polaganje ploščic
9242;Hofer;2020-04-11;1.49;Zložljiva nakupovalna vrečka za enkratno uporabo;Zložljiva nakupovalna vrečka enkratno uporabo;Zložljiva nakupovalna vrečka
9243;Lidl;2020-04-11;5.19;Sveža orada;Sveža orada;Sveža raca
9244;Lidl;2020-04-11;4.99;Sveži brancin;Sveži brancin;Sveži brancin
9245;Lidl;2020-04-11;1.29;Topljeni sir;Topljeni sir;Topljeni sir
9246;Lidl;2020-04-11;2.19;Alpska smetana za stepanje;Alpska smetana stepanje;Trajna smetana kuhanje
9247;Lidl;2020-04-11;1.19;Jagode 500 g za;Jagode;Jagode
9248;Lidl;2020-04-11;1.49;Kremna rezina;Kremna rezina;Mlečna rezina
9249;Lidl;2020-04-11;2.49;Šopek vrtnic;Šopek vrtnic;Šopek vrtnic
9250;Tuš;2020-04-11;5.99;Svinjska ledja brez kosti;Svinjska ledja brez kosti;Svinjski file
9251;Tuš;2020-04-11;5.99;Prekajena kraška šunka;Prekajena kraška šunka;Prekajena kraška šunka
9252;Tuš;2020-04-11;1.99;Piščančji medaljoni 300 g za;Piščančji medaljoni;Puranji medaljoni
9253;Tuš;2020-04-11;0.69;Biskvit jaffa;Biskvit jaffa;Biskvit jaffa
9254;Hofer;2020-04-04;1.29;Premium humus;Premium humus;Premium humus
9255;Hofer;2020-04-04;5.49;Svinjska potrebušina;Svinjska potrebušina;Svinjska rebra
9256;Hofer;2020-04-04;4.99;Mleto mešano meso;Mleto mešano meso;Mleto mešano meso
9259;Hofer;2020-04-04;6.99;Lesena knjiga gostov;Lesena knjiga gostov;Lesena knjiga gostov
9260;Hofer;2020-04-04;1.79;Happy harvest;Happy harvest;Happy harvest
9261;Hofer;2020-04-04;0.89;Radenska ora;Radenska ora;Radenska ora
9262;Hofer;2020-04-04;1.89;Safalada;Safalada;Safalada
9263;Hofer;2020-04-04;0.99;Milfina smetanov puding;Milfina smetanov puding;Kremni smetanov puding
9265;Hofer;2020-04-04;2.39;Pralni prašek bio aktic;Pralni prašek bio aktic;Pralni prašek b – aktiv
9266;Hofer;2020-04-04;1.69;Mlečna čokolada s celimi lešniki;Mlečna čokolada s celimi lešniki;Milka čokolada s celimi lešniki
9267;Hofer;2020-04-04;2.39;Okus podeželja goveji vampi;Okus podeželja goveji vampi;Kuhani goveji vampi
9268;Hofer;2020-04-04;4.99;Kras pršut;Kras pršut;Kras pršut
9269;Hofer;2020-04-04;0.99;Prilegajoči ščitniki perila;Prilegajoči ščitniki perila;Prilegajoči ščitniki perila
9270;Hofer;2020-04-04;4.59;Milfina sir edamec;Milfina sir edamec;Milfina sir žar
9271;Hofer;2020-04-04;1.79;Z’dežele kuhan pršut;Z’dežele kuhan pršut;Lahki kuhan pršut
9272;Hofer;2020-04-04;0.89;Staropramen svetlo pivo;Staropramen svetlo pivo;Staropramen
9273;Lidl;2020-04-04;2.69;Goveje meso za golaž 480 g za;Goveje meso golaž;Goveje meso juho
9274;Lidl;2020-04-04;1.29;Piščančja bedra 500 g za;Piščančja bedra;Piščančja bedra
9275;Lidl;2020-04-04;1.09;Sir edamec 200 g za;Sir edamec;Sir edam
9276;Lidl;2020-04-04;1.49;Ananas;Ananas;Ananas
9277;Lidl;2020-04-04;2.49;Šopek tulipanov;Šopek tulipanov;Šopek tulipanov
9278;Lidl;2020-04-04;2.79;Piščančji zrezki 700 g za;Piščančji zrezki;Puranji zrezki
9279;Lidl;2020-04-04;0.29;Energijski napitek;Energijski napitek;Energijski napitek
9280;Lidl;2020-04-04;0.59;Pivo pils;Pivo pils;Pivo pils
9281;Tuš;2020-04-05;0.79;Mlečna čokolada milka več vrst;Mlečna čokolada milka več vrst;Milka čokolada več vrt 250 –
9283;Tuš;2020-04-05;5.79;Pečena šunka + kuhana klobasa;Pečena šunka + kuhana klobasa;Pečena šunka
9284;Lidl;2020-03-29;2.29;Piščančja bedra/stegna 800 g za;Piščančja bedra/stegna;Piščančja stegna
9285;Lidl;2020-03-29;0.49;Multivitaminski napitek 15 l za;Multivitaminski napitek;Vitaminski napitek
9286;Lidl;2020-03-29;8.49;Jagnje v kosih;Jagnje v kosih;Jagnje
9287;Lidl;2020-03-29;2.79;Čajna klobasa 500 g za;Čajna klobasa;Čajna klobasa
9288;Lidl;2020-03-29;4.29;Torta sadna/čokoladna;Torta sadna/čokoladna;Torta sadna/čokoladna
9289;Lidl;2020-03-29;1.99;Panache;Panache;Panache
9290;Lidl;2020-03-29;2.79;Šopek tulipanov;Šopek tulipanov;Šopek tulipanov
9293;Lidl;2020-03-29;7.99;Ženski pulover za prosti čas;Ženski pulover prosti čas;Ženski čevlji prosti čas
9295;Hofer;2020-03-29;5.39;Domača salama 600 g za;Domača salama;Domača salama
9296;Hofer;2020-03-29;1.69;Piščančja posebna klobasa 800 g za;Piščančja posebna klobasa;Ptujska posebna
9297;Hofer;2020-03-29;0.49;Radler grenivka;Radler grenivka;Radler
9298;Hofer;2020-03-29;1.09;Sir gavda 250 g za;Sir gavda;Sir gavda
9299;Hofer;2020-03-29;2.59;Mleto mešano meso 500 g za;Mleto mešano meso;Mleto mešano meso
9300;Hofer;2020-03-29;1.79;Piščančja krila;Piščančja krila;Piščančja bedra
9301;Hofer;2020-03-29;1.29;Sok pomaranče;Sok pomaranče;Sok pomaranče
9302;Hofer;2020-03-29;2.69;Med v dozirni embalaži 500 g za;Med v dozirni embalaži;Med v dozirni embalaži
9303;Hofer;2020-03-29;1.49;Zaseka s česnom/čebulo 150 g za;Zaseka s česnom/čebulo;Zaseka s česnom/čebulo
9304;Hofer;2020-03-29;2.79;Pašteta gavrilovič;Pašteta gavrilovič;Pašteta gavrilovič
9305;Hofer;2020-03-29;1.19;Toaletni papir;Toaletni papir;Toaletni papir
9306;Hofer;2020-03-29;0.89;Čips v tulcu;Čips v tulcu;Čips v tulcu
9307;Hofer;2020-03-29;2.69;Nutella b- ready;Nutella b- ready;Nutella
9309;Hofer;2020-03-29;3.19;Silikonski pokrovi 6 – delni komplet;Silikonski pokrovi 6 – delni komplet;Silikonski pokrovi
9310;Hofer;2020-03-29;1.39;Napihljivi bonboni;Napihljivi bonboni;Napihljivi bonboni
9311;Eurospin;2020-03-28;0.99;Banane;Banane;Banane
9312;Eurospin;2020-03-28;2.19;Kmečki pršut rezine 300 g za;Kmečki pršut rezine;Kmečki pršut
9313;Eurospin;2020-03-28;1.15;Veliki tortelini s skuto in špinačo 500 g za;Veliki tortelini s skuto in špinačo;Veliki tortelini s skuto in špinačo
9316;Hofer;2020-03-22;3.79;Puranji zrezki 500 g za;Puranji zrezki;Puranji zrezki
9317;Hofer;2020-03-22;3.39;Sveži piščančji file 500 g za;Sveži piščančji file;Sveži piščančji file
9318;Hofer;2020-03-22;1.59;Zethor pale ale/gordon ipa;Zethor pale ale/gordon ipa;Zethor pale ale/gordon
9319;Hofer;2020-03-22;1.79;Klobasa za kuhanje 350 g za;Klobasa kuhanje;Klobasa kuhanje
9320;Hofer;2020-03-22;1.49;Dalmatinski narezek;Dalmatinski narezek;Gurmanski narezek
9321;Hofer;2020-03-22;0.79;Piščančja posebna klobasa 420 g za;Piščančja posebna klobasa;Ptujska posebna
9322;Hofer;2020-03-22;0.49;Jabolčni nektar;Jabolčni nektar;Jabolčni kis
9323;Hofer;2020-03-22;1.79;Fižol;Fižol;Fižol
9324;Hofer;2020-03-22;2.49;Sir gavda 450 g za;Sir gavda;Sir gavda
9325;Hofer;2020-03-22;2.49;Junor/kokošja pašteta 3 x 95 g za;Junor/kokošja pašteta 3 x;Argeta tunina pašteta
9326;Hofer;2020-03-22;1.79;Bombažna vrečka fairtrade;Bombažna vrečka fairtrade;Bombažna vrečka
9327;Hofer;2020-03-22;0.99;Čips all natural;Čips all natural;Čips natural
9328;Hofer;2020-03-22;1.29;Jabolčni/skutin zavitek;Jabolčni/skutin zavitek;Jabolčni/skutin zavitek
9329;Hofer;2020-03-22;0.65;Mlečna čokolada s celimi lešniki;Mlečna čokolada s celimi lešniki;Milka čokolada s celimi lešniki
9330;Hofer;2020-03-22;4.49;Glinena maska/mazilo;Glinena maska/mazilo;Glinena maska/mazilo
9331;Hofer;2020-03-22;3.29;Pribor za obešanje slik;Pribor obešanje slik;Pribor obešanje slik
9332;Hofer;2020-03-22;3.29;Negovalno sredstvo za moške;Negovalno sredstvo moške;Negovalno sredstvo moške
9333;Hofer;2020-03-22;2.99;Ženske spodnjice 3 kosi;Ženske spodnjice 3 kosi;Ženske spodnjice 3 kosi
9334;Lidl;2020-03-22;2.79;Piščanec z dodanimi bedri;Piščanec z dodanimi bedri;Piščanec z dodanimi bedri
9335;Lidl;2020-03-22;1.29;Jagode 500 g za;Jagode;Jagode
9336;Lidl;2020-03-22;4.69;Odojek v kosih;Odojek v kosih;Odojek
9337;Lidl;2020-03-22;0.79;Čokolada milka;Čokolada milka;Čokolade milka
9338;Lidl;2020-03-22;1.99;Mešanica oreščkov;Mešanica oreščkov;Mešanica žit
9339;Lidl;2020-03-22;0.27;Energijski napitek;Energijski napitek;Energijski napitek
9340;Lidl;2020-03-22;2.99;Kremna rezina xxl;Kremna rezina xxl;Krem rezina
9345;Tuš;Svaki vikend;4.99;Prekajeno pleče brez kosti;Prekajeno pleče brez kosti;Svinjsko pleče
9346;Tuš;Svaki vikend;1.49;Surovo maslo 250 g za;Surovo maslo;Surovo maslo
9347;Tuš;Svaki vikend;1.89;Vino cviček;Vino cviček;Vino cviček
9348;Tuš;Svaki vikend;2.89;Srebrna radgonska penina;Srebrna radgonska penina;Srebrna radgonska penina
9349;Tuš;Svaki vikend;2.29;Piščančje krače;Piščančje krače;Piščančji file
9350;Eurospin;2020-03-14;0.8;Rumena čebula pakirana 5 kg;Rumena čebula;Rumena čebula
9351;Eurospin;2020-03-14;7.09;Vratovina;Vratovina;Vratovina
9352;Eurospin;2020-03-14;0.55;Sadna pijača ananas/rdeče sadje;Sadna pijača ananas/rdeče sadje;Sadna pijača iz rdečega sadja
9353;Eurospin;2020-03-14;0.69;Demineralizirana voda 5 l za;Demineralizirana voda;Demineralizirana voda
9356;Lidl;2020-03-15;4.29;Čevapčiči družinsko pakiranje960 g za;Čevapčiči družinsko pakiranje;Čevapčići pakirani
9357;Lidl;2020-03-15;3.99;Štajerski piščanec;Štajerski piščanec;Štajerski piščanec
9358;Lidl;2020-03-15;1.11;Mesni narezek;Mesni narezek;Mesni burek
9359;Lidl;2020-03-15;0.99;Sveža jajca iz talne reje;Sveža jajca iz talne reje;Sveža jajca
9360;Lidl;2020-03-15;0.65;Tajno mleko;Tajno mleko;Trajno milo
9361;Lidl;2020-03-15;1.39;Maline pakirano 125 g za;Maline;Maline
9362;Lidl;2020-03-15;2.29;Mesna lazanja 1 kg;Mesna lazanja;Mesna lazanja
9363;Lidl;2020-03-15;1.69;Kava minas 500 g za;Kava minas;Kava minas
9364;Lidl;2020-03-15;0.59;Pivo pils;Pivo pils;Pivo pils
9365;Lidl;2020-03-15;1.99;Angleška pelargonija;Angleška pelargonija;Dišeča pelargonija
9368;Lidl;2020-03-15;7.99;Moške hlače iz tvila;Moške hlače iz tvila;Moške hlače
9371;Hofer;2020-03-15;2.69;Sveži piščanec;Sveži piščanec;Sveži piščanec
9372;Hofer;2020-03-15;0.55;Svetlo pivo;Svetlo pivo;Svetlo pivo
9373;Hofer;2020-03-15;3.39;Sauvignon;Sauvignon;Sauvignon
9374;Hofer;2020-03-15;1.29;Mednarodne salame – specialitete;Mednarodne salame – specialitete;Mednarodne salame
9375;Hofer;2020-03-15;1.59;Goveji tris;Goveji tris;Goveji tris
9376;Hofer;2020-03-15;0.69;Goveja juha z rezanci;Goveja juha z rezanci;Goveja juha z rezanci
9377;Hofer;2020-03-15;1.59;Pate tunin namaz 100 g za;Pate tunin namaz;Pate
9378;Hofer;2020-03-15;0.99;Sir masdamer v rezinah;Sir masdamer v rezinah;Sir jošt
9379;Hofer;2020-03-15;1.99;Detergent za občutljive tkanine;Detergent občutljive tkanine;Detergent rex
9380;Hofer;2020-03-15;0.99;Sadni namaz;Sadni namaz;Sirni namaz
9381;Hofer;2020-03-15;1.49;Napolitanke tortice;Napolitanke tortice;Napolitanke
9382;Hofer;2020-03-15;1.39;Hrustljavi slani prigrizek;Hrustljavi slani prigrizek;Hrustljav prigrizek
9384;Hofer;2020-03-15;6.49;Univerzalni pripomoček za vpijanje tekočin;Univerzalni pripomoček vpijanje tekočin;Univerzalni pripomoček vpijanje tekočin
9386;Hofer;2020-03-15;4.79;Toaletna torbica;Toaletna torbica;Toaletna torbica
9387;Tuš;2020-03-15;0.99;Pecivo medulence 250 g za;Pecivo medulence;Pecivo medulence
9388;Tuš;2020-03-15;4.29;Sir edamec;Sir edamec;Sir edam
9389;Tuš;2020-03-15;1.54;Smetana za stepanje 05 l za;Smetana stepanje;Maslo mu cuisine
9390;Tuš;2020-03-15;2.24;Sveža jajca 30/1 za;Sveža jajca 30/1;Sveža jajca
9391;Tuš;2020-03-15;2.69;Kava barcaffe 250 g za;Kava barcaffe;Kava barcaffe
9392;Hofer;2020-03-08;6.59;Golden pearls;Golden pearls;Rose pearls
9393;Hofer;2020-03-08;3.79;Merlot;Merlot;Merlot
9394;Hofer;2020-03-08;5.49;Aromatizirana alkoholna pijača s čokolado;Aromatizirana alkoholna pijača s čokolado;Aromatizirana alkoholna pijača s čokolado
9395;Hofer;2020-03-08;8.09;Slovenski ementalec;Slovenski ementalec;Sir ementalec
9396;Hofer;2020-03-08;4.89;Mlado goveje meso za juho/goveja rebra;Mlado goveje meso juho/goveja rebra;Xxl goveje mleto meso
9397;Hofer;2020-03-08;0.35;Bio goveja hrenovka 280 g za;Bio goveja hrenovka;Bio goveja hrenovka
9398;Hofer;2020-03-08;2.49;. bio trapist/gavda;. bio trapist/gavda;. bio trapist/gavda
9399;Hofer;2020-03-08;1.69;Bio džem iz divjih brusnic 400 g za;Bio džem iz divjih brusnic;Bio džem
9400;Hofer;2020-03-08;2.99;Bio cvetlični med;Bio cvetlični med;Cvetlični med
9401;Hofer;2020-03-08;2.19;Toaletni papir premium;Toaletni papir premium;Toaletni papir
9402;Hofer;2020-03-08;6.79;Sveža torta;Sveža torta;Sveža raca
9403;Hofer;2020-03-08;3.49;Blejska kremšnita 2 x 180 g za;Blejska kremšnita 2 x;Blejska kremšnita
9404;Hofer;2020-03-08;1.09;Veliki čokoladni poljupčki 300 g za;Veliki čokoladni poljupčki;Mini čokoladni keksi
9408;Hofer;2020-03-08;3.59;Nož za kruh;Nož kruh;Nož kruh
9409;Lidl;2020-03-08;5.49;Odojek v kosih;Odojek v kosih;Odojek
9410;Lidl;2020-03-08;2.69;Goveje meso za golaž 480 g za;Goveje meso golaž;Goveje meso juho
9411;Lidl;2020-03-08;3.99;Torta;Torta;Torta
9413;Lidl;2020-03-08;0.99;Limone xxl;Limone xxl;Limone
9414;Lidl;2020-03-08;1.69;Sir tilsiter 400 g za;Sir tilsiter;Sir tilzit
9415;Lidl;2020-03-08;0.41;Svetlo pivo deep;Svetlo pivo deep;Svetlo pivo
9418;Lidl;2020-03-08;4.49;Ženska majica s 3/4 rokavi;Ženska majica s 3/4 rokavi;Ženska majica
9419;Lidl;2020-03-08;5.49;Moško spodnje perilo;Moško spodnje perilo;Moško spodnje perilo
9421;Tuš;2020-03-08;3.99;Toaletni papir violeta premium;Toaletni papir violeta premium;Toaletni papir
9422;Tuš;2020-03-08;0.79;Biskvit jaffa duo kraš 250 g za;Biskvit jaffa duo kraš;Biskvit jaffa
9423;Tuš;2020-03-08;5.29;Sir ementalec;Sir ementalec;Sir ementalec
9425;Tuš;2020-03-08;3.99;Pršut koščki;Pršut koščki;Pršut koščki
9426;Tuš;2020-03-08;0.24;Sadni jogurt mu;Sadni jogurt mu;Sadni jogurt
9427;Eurospin;2020-03-07;0.4;Rumeni krompir pakiran 10 kg;Rumeni krompir;Rumeni krompir
9428;Eurospin;2020-03-07;6.99;Pršut v kosu;Pršut v kosu;Pršut kos
9429;Eurospin;2020-03-07;2.59;Topljeni sir v lističih 1 kg za;Topljeni sir v lističih;Topljeni sir
9430;Eurospin;2020-03-07;0.49;Rolada z lešnikovo kremo;Rolada z lešnikovo kremo;Rolada
9431;Eurospin;2020-03-07;0.59;Vžigalne kocke 48 kosov;Vžigalne kocke 48 kosov;Vžigalne kocke
9435;Hofer;2020-03-01;2.99;Ogrska mini salama 330 g za;Ogrska mini salama;Ogrska salama
9436;Hofer;2020-03-01;3.19;Blejski sir 200 g za;Blejski sir;Blejski sir
9437;Hofer;2020-03-01;2.39;Pleskavice/čevapčiči 480 g za;Pleskavice/čevapčiči;Pleskavice/čevapčiči
9438;Hofer;2020-03-01;1.49;Piščančje krače 500 g za;Piščančje krače;Piščančji file
9439;Hofer;2020-03-01;1.89;Safalade 480 g za;Safalade;Safalade
9440;Hofer;2020-03-01;0.89;Pivo staropramen;Pivo staropramen;Deep svetlo pivo
9441;Hofer;2020-03-01;1.29;Red bull;Red bull;Red bull
9442;Hofer;2020-03-01;1.09;Marelični kompot;Marelični kompot;Marelični džem
9443;Hofer;2020-03-01;0.85;Paprikin/kumarični namaz;Paprikin/kumarični namaz;Paprikin/kumarični namaz
9444;Hofer;2020-03-01;2.09;Kuhinjske brisače;Kuhinjske brisače;Kuhinjske brisače
9445;Hofer;2020-03-01;1.59;Mlečna čokolada z drobljenimi lešniki 300 g za;Mlečna čokolada z drobljenimi lešniki;Milka čokolada s celimi lešniki
9446;Hofer;2020-03-01;0.79;Gumijevi bonboni;Gumijevi bonboni;Gumijevi bonboni
9447;Hofer;2020-03-01;1.59;Weathers original;Weathers original;Weathers original
9448;Hofer;2020-03-01;7.49;Pralni prašek tandil xxl;Pralni prašek tandil xxl;Pralni prašek
9449;Hofer;2020-03-01;3.09;Pasji piškoti;Pasji piškoti;Čajni piškoti
9450;Hofer;2020-03-01;1.79;Rezalnik sadja in zelenjave;Rezalnik sadja in zelenjave;Rezalnik sadja in zelenjave
9451;Lidl;2020-03-01;4.79;Sušene domače specialitete več vrst;Sušene domače specialitete več vrst;Sušene domače specialitete
